	Time	VacSampleX	VacSampleY	Energy	Pilatus_Tiff	Pilatus_Trigger	Pilatus_filename	PilatusAcqTime	Keysight1	Keysight2	Keysight3	Keysight4	Keysight1:StandardDeviation	Keysight2:StandardDeviation	Keysight3:StandardDeviation	Keysight4:StandardDeviation	PilatusPos	SampleName	SampleThickness	Empty_Index	Background_Index	Reference_Index	MaskFile	x_Center	y_Center	SampleToDet_Distance	
130	1566.441	83.0999999999999	4.16333634234434E-17	9999.991504	508	509	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00508.tif	600	3.98141088186356E-7	5.69678269550749E-10	5.51226767054908E-13	2.95278675540766E-8	6.04886493933828E-10	2.48625498156139E-11	2.53228116448188E-14	4.6296901575673E-11	3012.877	Hexane Cap	0.09617711	126	126	127	mask_short2.edf	456.736	556.579	0.80169	0
131	2170.299	78.5599999999999	-9.99999999958499E-7	9999.991504	509	510	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00509.tif	300	3.9974315E-7	5.42049566666666E-10	5.726689E-13	2.95435206666667E-8	7.04156318751377E-10	2.84948390705712E-11	2.6412005359059E-14	5.23584631979421E-11	3012.877	223	0.1061594	126	129	127	mask_short2.edf	456.736	556.579	0.80169	3
132	2474.036	73.0299999999999	1.00000000004177E-6	9999.991504	510	511	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00510.tif	300	4.00368940199336E-7	5.39685083056478E-10	5.46645285714286E-13	2.95549880398671E-8	4.2571616884023E-10	2.54409951405812E-11	2.40607736080553E-14	3.39682251986366E-11	3012.877	214neu	0.1043762	126	129	127	mask_short2.edf	456.736	556.579	0.80169	3
133	2777.748	68.5899999999999	1.00000000004177E-6	9999.991504	511	512	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00511.tif	420	4.05266473809524E-7	5.11358928571429E-10	5.65422588095238E-13	2.95158595238095E-8	6.02606091852375E-10	2.72118083845189E-11	2.10814807242474E-14	4.35944181989163E-11	3012.877	211	0.1038688	126	129	127	mask_short2.edf	456.736	556.579	0.80169	3
134	3201.495	63.3299999999999	4.16333634234434E-17	9999.991504	512	513	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00512.tif	600	4.02867763727121E-7	5.41987753743761E-10	5.48865623960066E-13	2.94841886855241E-8	5.16472187778436E-10	3.57191277064905E-11	2.04164780016459E-14	3.7214079393458E-11	3012.877	187	0.1011847	126	129	127	mask_short2.edf	456.736	556.579	0.80169	3
135	3805.516	57.9399999999999	-9.99999999958499E-7	9999.991504	513	514	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00513.tif	600	3.99400159733777E-7	5.71671747088186E-10	5.34377783693843E-13	2.94677577371048E-8	5.56689516495483E-10	3.18676892757528E-11	2.23124402340145E-14	4.0663931735681E-11	3012.877	193	0.0943534	126	129	127	mask_short2.edf	456.736	556.579	0.80169	3
136	4409.262	53.2699999999999	-2.99999999995833E-6	9999.991504	514	515	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00514.tif	600	4.01292163333334E-7	5.88224183333333E-10	5.5863126E-13	2.95010221666667E-8	9.85751818529907E-10	2.72863159183081E-11	1.8996624997911E-14	7.35729272083256E-11	3012.877	207	0.09635023	126	129	127	mask_short2.edf	456.736	556.579	0.80169	3
137	5014.073	43.5099999999999	4.16333634234434E-17	9999.991504	515	516	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00515.tif	600	4.05094088186356E-7	6.00782861896839E-10	5.85170559068219E-13	2.95596204658902E-8	6.90934608973186E-10	2.56999524278917E-11	2.26396011944467E-14	4.87733677032472E-11	3012.877	193neu	0.09644833	126	129	127	mask_short2.edf	456.736	556.579	0.80169	3
138	5621.79	22.9999999999999	9.499986	9999.991504	516	517	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00516.tif	150	4.04081586666667E-7	6.14642933333334E-10	6.02604973333333E-13	2.94990593333333E-8	5.05977069096907E-10	2.30878626862329E-11	1.65838023881826E-14	3.85858392786919E-11	3012.877	203	0.1	126	142	127	mask_short2.edf	456.736	556.579	0.80169	16
139	5776.361	22.9999999999999	0.999988	9999.991504	517	518	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00517.tif	300	4.48419336666667E-7	5.89366766666667E-10	5.87241463333333E-13	2.94984413333333E-8	5.88831462837735E-10	2.3840174992881E-11	2.06770806115704E-14	3.90788983024168E-11	3012.877	217	0.1	126	142	127	mask_short2.edf	456.736	556.579	0.80169	16
140	6081.651	22.9999999999999	-9.149983	9999.991504	518	519	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00518.tif	300	4.44586621262459E-7	6.03239933554818E-10	5.97261504983388E-13	2.94816142857143E-8	5.24140982382661E-10	2.43998723493021E-11	2.12351446744339E-14	3.48590671404828E-11	3012.877	195	0.1	126	142	127	mask_short2.edf	456.736	556.579	0.80169	16
141	6390.58	12.9999999999999	7.799996	9999.991504	519	520	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00519.tif	600	4.38902183028286E-7	6.10298352745425E-10	5.8227266888519E-13	2.9478350249584E-8	5.55927471089074E-10	3.59290226110039E-11	2.5371016295802E-14	3.79352475160544E-11	3012.877	232	0.1	126	142	127	mask_short2.edf	456.736	556.579	0.80169	16
142	6994.894	12.9999999999999	5.88000000000042E-4	9999.991504	520	521	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00520.tif	600	4.51706389351082E-7	5.9583765391015E-10	5.79731643926789E-13	2.94724126455907E-8	5.88838552989157E-10	3.08086840082471E-11	2.87640798003863E-14	3.9332937086142E-11	3012.877	empty Kapton Hexane	0.1	126	126	127	mask_short2.edf	456.736	556.579	0.80169	0
143	7600.236	12.9999999999999	-9.150002	9999.991504	521	522	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00521.tif	600	4.47674795000001E-7	6.25895649999999E-10	5.56155878333333E-13	2.9412075E-8	7.78162041767205E-10	2.43134625673554E-11	2.59513708341933E-14	5.16969696350667E-11	3012.877	Empty Kapton	0.1	126	126	127	mask_short2.edf	456.736	556.579	0.80169	0
